HEADER[~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~ACCOUNT_NBR::VARCHAR~&~	~&~FIN_OBJECT_CD::VARCHAR~&~	~&~FIN_SUB_OBJ_CD::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~FIN_SUB_OBJ_CD_NM::VARCHAR~&~	~&~FIN_SUBOBJ_SHRT_NM::VARCHAR~&~	~&~FIN_SUBOBJ_ACTV_CD::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366500'~&~	~&~'9977'~&~	~&~'041'~&~	~&~'88EDE7D8-2A59-8C1F-0E2F-EA73065199DA'~&~	~&~'1'~&~	~&~'Special Events Alloc'~&~	~&~'Spec Events'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366513'~&~	~&~'7900'~&~	~&~'020'~&~	~&~'55E7EF8C-D7A9-DE11-E2CC-3007B4321CE0'~&~	~&~'1'~&~	~&~'CAMPUS CONTINGEN'~&~	~&~'CAMPUS CONTI'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366513'~&~	~&~'7900'~&~	~&~'040'~&~	~&~'0A170383-C8FF-024B-6A61-AF34598DA977'~&~	~&~'1'~&~	~&~'COMP SERV ALLOC'~&~	~&~'COMP SERV AL'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366513'~&~	~&~'7900'~&~	~&~'046'~&~	~&~'6C090912-FA7C-7710-8626-C2BB04CC174C'~&~	~&~'1'~&~	~&~'RECLASS RESERVE'~&~	~&~'RECLASS RESE'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366513'~&~	~&~'7900'~&~	~&~'047'~&~	~&~'B94D3EB9-0373-E3F6-08C9-7347B4FA6DC2'~&~	~&~'1'~&~	~&~'LIBRARY AQUIT ALLO'~&~	~&~'LIBRARY AQUI'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366513'~&~	~&~'7900'~&~	~&~'048'~&~	~&~'B46FDEB6-A9C4-C3D5-1D96-D261E33B79E5'~&~	~&~'1'~&~	~&~'ENROLL INIT ALLOC'~&~	~&~'ENROLL INIT'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366513'~&~	~&~'7900'~&~	~&~'049'~&~	~&~'2BCFA0C2-B650-8BDA-CA90-8C8CBCFDCA22'~&~	~&~'1'~&~	~&~'RETIREMENT PAY ALL'~&~	~&~'RETIREMENT P'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366513'~&~	~&~'7900'~&~	~&~'050'~&~	~&~'EFD56825-350E-5633-454B-41EDC6E4A5A0'~&~	~&~'1'~&~	~&~'FUND BAL ADDITION'~&~	~&~'FUND BAL ADD'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366513'~&~	~&~'7900'~&~	~&~'051'~&~	~&~'FC08B766-3E86-38C9-85BA-C40FF9BF7A9F'~&~	~&~'1'~&~	~&~'STRATEGIC DIRECTIONS ALLOC'~&~	~&~'STR DIR ALLO'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366513'~&~	~&~'7900'~&~	~&~'052'~&~	~&~'5BDCFC4F-1289-4F99-6A1F-ADEDE3DD6D51'~&~	~&~'1'~&~	~&~'FAC TEACH FOR EXCELLENCE'~&~	~&~'FAC EXCEL-TE'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366513'~&~	~&~'7900'~&~	~&~'053'~&~	~&~'860B5A33-9931-F710-DA20-51066CE0DFB7'~&~	~&~'1'~&~	~&~'Quality Improvement Projects'~&~	~&~'Quality Impr'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366513'~&~	~&~'7900'~&~	~&~'BCP'~&~	~&~'38AF1345-B3B9-7458-F159-EF9CFC21A3ED'~&~	~&~'1'~&~	~&~'BUDGET CONTINGENCY PLAN'~&~	~&~'B C Plan'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366513'~&~	~&~'7900'~&~	~&~'RET'~&~	~&~'2B4208CB-7162-B559-C07C-88C8367F0FEB'~&~	~&~'1'~&~	~&~'1% RETENTION INITIATIVE'~&~	~&~'RETENTION'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366513'~&~	~&~'7900'~&~	~&~'UTX'~&~	~&~'744820BC-6E89-644D-3355-B90172C033BF'~&~	~&~'1'~&~	~&~'CONTINGENCY SAVINGS - UNIV TAX'~&~	~&~'Univ Tax Sav'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366520'~&~	~&~'4008'~&~	~&~'COL'~&~	~&~'3F3F9315-C5A6-EDCF-A7D8-36C78BE91660'~&~	~&~'1'~&~	~&~'COLOR COPIER OFFICE SERVICES'~&~	~&~'color copier'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366520'~&~	~&~'4008'~&~	~&~'FOC'~&~	~&~'D02AC93E-7B9F-563D-0B3E-44AB27244B5E'~&~	~&~'1'~&~	~&~'Focus on Arts funding'~&~	~&~'Focus Art'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366520'~&~	~&~'4008'~&~	~&~'GRA'~&~	~&~'1C3B37A9-674C-E1BC-8C2E-91F31D5271A6'~&~	~&~'1'~&~	~&~'GRAF ENDOWED FACULTY'~&~	~&~'GRAF'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366520'~&~	~&~'4008'~&~	~&~'MLR'~&~	~&~'6314FCF1-6F51-F7C8-52DA-4541A470CD56'~&~	~&~'1'~&~	~&~'Mailroom Allocation'~&~	~&~'Mailroom'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366520'~&~	~&~'4008'~&~	~&~'WCT'~&~	~&~'5E6EF440-F51F-2C66-AF8D-307401F68309'~&~	~&~'1'~&~	~&~'WCTV support funds'~&~	~&~'WCTV'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366520'~&~	~&~'4078'~&~	~&~'PRO'~&~	~&~'86831A48-2E30-CF31-5052-84E60D1C837F'~&~	~&~'1'~&~	~&~'Professional Council Funds'~&~	~&~'Prof Counc'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366520'~&~	~&~'4078'~&~	~&~'STF'~&~	~&~'07AB3B3F-416D-BE93-1D04-9B33E4932446'~&~	~&~'1'~&~	~&~'Staff Council Funds'~&~	~&~'Staff Counc'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366520'~&~	~&~'7900'~&~	~&~'000'~&~	~&~'0801161D-C900-1BE4-097D-CF5790FA64E5'~&~	~&~'1'~&~	~&~'NEW BLDG START ALL'~&~	~&~'NEW BLDG STA'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366520'~&~	~&~'9977'~&~	~&~'COL'~&~	~&~'D3894326-7552-80A9-1F93-AFD49C889694'~&~	~&~'1'~&~	~&~'COLOR COPIER OFFICE SERVICES'~&~	~&~'color copier'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366520'~&~	~&~'9977'~&~	~&~'FOC'~&~	~&~'9F938C92-E159-9417-22E5-F915D892DE64'~&~	~&~'1'~&~	~&~'Focus on Arts funding'~&~	~&~'Focus Art'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366520'~&~	~&~'9977'~&~	~&~'GRA'~&~	~&~'109981B9-77FC-1783-76DC-AC61656E9E08'~&~	~&~'1'~&~	~&~'GRAF ENDOWED FACULTY'~&~	~&~'GRAF'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366520'~&~	~&~'9977'~&~	~&~'MLR'~&~	~&~'A61ADB19-2901-016B-2BF3-36B5CA94D4DA'~&~	~&~'1'~&~	~&~'Mailroom Allocation'~&~	~&~'Mailroom'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366520'~&~	~&~'9977'~&~	~&~'WCT'~&~	~&~'AE138C53-8EB5-D516-9FF1-58F1437B4E5C'~&~	~&~'1'~&~	~&~'WCTV support funds'~&~	~&~'WCTV'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366530'~&~	~&~'1110'~&~	~&~'TEC'~&~	~&~'AB8F2A80-8304-0F38-6CE1-C7946C50AB21'~&~	~&~'1'~&~	~&~'TECH FUNDING'~&~	~&~'tech fund'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366530'~&~	~&~'1110'~&~	~&~'UNI'~&~	~&~'686A3B38-3EB5-785F-AD4F-AB9A02084C8E'~&~	~&~'1'~&~	~&~'UNIVERSITY INITIATIVES'~&~	~&~'univ init'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366530'~&~	~&~'4008'~&~	~&~'ERF'~&~	~&~'38CD4739-1B1A-8403-4C69-AB74B68BEE9A'~&~	~&~'1'~&~	~&~'Early Retirement Funding Res'~&~	~&~'Erly Ret Fnd'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366530'~&~	~&~'4008'~&~	~&~'FCT'~&~	~&~'879E1E33-9617-DC06-1902-5F7C909E9F19'~&~	~&~'1'~&~	~&~'FACULTY COLLOQ ON EXCELLANCE IN TEACHING'~&~	~&~'FACET'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366530'~&~	~&~'4008'~&~	~&~'SLC'~&~	~&~'8CB8D158-DDBA-539D-44B5-7744467A424E'~&~	~&~'1'~&~	~&~'STUDENT LOAN COLLECTIONS'~&~	~&~'Collections'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366530'~&~	~&~'4008'~&~	~&~'TEC'~&~	~&~'59FB1375-FBA1-6D0D-45D9-283BCF9AF8C0'~&~	~&~'1'~&~	~&~'BASE TECH FUND'~&~	~&~'tech fund'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366530'~&~	~&~'4008'~&~	~&~'UNI'~&~	~&~'BA68EEA3-860E-944E-B06D-11097F3D5FFB'~&~	~&~'1'~&~	~&~'UNIVERSITY INITIATIVES'~&~	~&~'UNIV INIT'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366530'~&~	~&~'9956'~&~	~&~'DFC'~&~	~&~'0A06E58B-3BFE-F63F-4FBF-D6EC285DC6B9'~&~	~&~'1'~&~	~&~'DEPENDENT FEE COURTESY'~&~	~&~'Fee courtesy'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366530'~&~	~&~'9956'~&~	~&~'DFS'~&~	~&~'73301266-D318-A989-F8DF-1AD119931350'~&~	~&~'1'~&~	~&~'DEPENDENT FEE COURTESY'~&~	~&~'Fee courtesy'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366530'~&~	~&~'9977'~&~	~&~'ERF'~&~	~&~'4C51DFF0-87BC-269C-52CB-EE0265EB540A'~&~	~&~'1'~&~	~&~'Early Retirement Funding Res'~&~	~&~'Erly Ret Fnd'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366530'~&~	~&~'9977'~&~	~&~'FCT'~&~	~&~'87A767F3-F442-3D0F-A2A5-B2E800DAC773'~&~	~&~'1'~&~	~&~'FACULTY COLLOQ ON EXCELLANCE IN TEACHING'~&~	~&~'FACET'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366530'~&~	~&~'9977'~&~	~&~'SLC'~&~	~&~'B897CE5F-5768-B219-A1F7-C2A7C2F34D5F'~&~	~&~'1'~&~	~&~'STUDENT LOAN COLLECTIONS'~&~	~&~'Collections'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366530'~&~	~&~'9977'~&~	~&~'TEC'~&~	~&~'5BC44D14-90FA-00E2-D513-F21E18F3A26B'~&~	~&~'1'~&~	~&~'BASE TECH FUND'~&~	~&~'tech fund'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366530'~&~	~&~'9977'~&~	~&~'UNI'~&~	~&~'9C10F5CB-55FC-38BE-5B70-3AE4643B16A6'~&~	~&~'1'~&~	~&~'UNIVERSITY INITIATIVES'~&~	~&~'UNIV INIT'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366550'~&~	~&~'9970'~&~	~&~'UAC'~&~	~&~'8B0E9643-3D47-E241-B14C-3608ABE5919A'~&~	~&~'1'~&~	~&~'EQUIP REPLACE FUNDING UA COMPONENT'~&~	~&~'EQREP UA'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366571'~&~	~&~'4008'~&~	~&~'MSA'~&~	~&~'BBFAF531-2396-D50E-3EF3-50C4AE2AE356'~&~	~&~'1'~&~	~&~'MICROSOFT AGREEMENT'~&~	~&~'MICROSOFT'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366571'~&~	~&~'9977'~&~	~&~'MSA'~&~	~&~'EE80CA2D-8B60-D7EF-415F-205CD53D3E48'~&~	~&~'1'~&~	~&~'MICROSOFT AGREEMENT'~&~	~&~'MICROSOFT'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366586'~&~	~&~'1110'~&~	~&~'TEC'~&~	~&~'4DD92801-A158-CA5D-EF7A-C295F3BE3F6F'~&~	~&~'1'~&~	~&~'STATE APPROP TECHNOLOGY'~&~	~&~'TECHNOLOGY'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366586'~&~	~&~'1110'~&~	~&~'UNI'~&~	~&~'499BDE6A-D2E4-368B-CEE0-BB72ECD33DEE'~&~	~&~'1'~&~	~&~'STATE APPROP UNIVERSITY INITIATIVES'~&~	~&~'UNIV INITVE'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366600'~&~	~&~'4008'~&~	~&~'040'~&~	~&~'259946C8-1446-C72E-9397-7939A8CB45E9'~&~	~&~'1'~&~	~&~'Alumni alloc'~&~	~&~'alumni'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366600'~&~	~&~'4008'~&~	~&~'041'~&~	~&~'B8FDA071-86DC-7420-8A2E-952A2AC6AE09'~&~	~&~'1'~&~	~&~'Special Events Allocation'~&~	~&~'Spec Events'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366600'~&~	~&~'4008'~&~	~&~'042'~&~	~&~'761F0376-5CDA-3478-18BD-2B285C46D264'~&~	~&~'1'~&~	~&~'Lively Arts Alloc'~&~	~&~'Lively Arts'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366600'~&~	~&~'4008'~&~	~&~'043'~&~	~&~'85077465-E86A-1753-E08D-057DE805C251'~&~	~&~'1'~&~	~&~'Gallery Allocation'~&~	~&~'Gallery'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366600'~&~	~&~'4008'~&~	~&~'ALU'~&~	~&~'97C68766-D2EE-33B4-0BC1-A96DECC8588F'~&~	~&~'1'~&~	~&~'ALUMNI RELATIONS'~&~	~&~'Alum'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366600'~&~	~&~'7900'~&~	~&~'040'~&~	~&~'99EAFAB6-980D-A51C-B82E-3DF8A4348C5B'~&~	~&~'1'~&~	~&~'ALUM ASSN ALLOT'~&~	~&~'ALUM ASSN AL'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366600'~&~	~&~'7900'~&~	~&~'041'~&~	~&~'2CB962EA-B635-25F3-EED3-E508F0520AF6'~&~	~&~'1'~&~	~&~'SPEC EVENT ALLOT'~&~	~&~'SPEC EVENT A'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366600'~&~	~&~'7900'~&~	~&~'042'~&~	~&~'68BB6CCB-CCBE-E772-A491-D084B4ADCBA7'~&~	~&~'1'~&~	~&~'LIVELY ARTS ALLOT'~&~	~&~'LIVELY ARTS'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366600'~&~	~&~'7900'~&~	~&~'043'~&~	~&~'4C739004-F042-63EF-1E10-024ED5B0DF4F'~&~	~&~'1'~&~	~&~'FUND RAISING ALL'~&~	~&~'FUND RAISING'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366600'~&~	~&~'9977'~&~	~&~'040'~&~	~&~'FBDA6F35-51FB-6A3E-E37D-8ED55D2B6F9E'~&~	~&~'1'~&~	~&~'Alumni alloc'~&~	~&~'alumni'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366600'~&~	~&~'9977'~&~	~&~'041'~&~	~&~'F1AB0114-7BCE-C4FA-0B4D-48EA598363F5'~&~	~&~'1'~&~	~&~'Special Events Allocation'~&~	~&~'Spec Events'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366600'~&~	~&~'9977'~&~	~&~'042'~&~	~&~'42B250AB-F95C-E35A-1C72-5047EAB35A1D'~&~	~&~'1'~&~	~&~'Lively Arts Alloc'~&~	~&~'Lively Arts'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366600'~&~	~&~'9977'~&~	~&~'043'~&~	~&~'7A5E6123-D91A-621F-D228-0DECF0314606'~&~	~&~'1'~&~	~&~'Gallery Allocation'~&~	~&~'Gallery'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366600'~&~	~&~'9977'~&~	~&~'ALU'~&~	~&~'C2E0A4AC-8F15-48CB-05AD-499A1AA7F5B4'~&~	~&~'1'~&~	~&~'ALUMNI RELATIONS'~&~	~&~'Alum'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0367200'~&~	~&~'9977'~&~	~&~'ONB'~&~	~&~'89B5E585-D909-A041-A378-8901D78839E6'~&~	~&~'1'~&~	~&~'ONBASE BUDGET ALLOCATION'~&~	~&~'ONB'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0367235'~&~	~&~'9977'~&~	~&~'HMS'~&~	~&~'EAB53AD6-0F93-0388-9312-4EC801BAB345'~&~	~&~'1'~&~	~&~'HRMS BUDGET ALLOCATION'~&~	~&~'HRMS'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0367287'~&~	~&~'0110'~&~	~&~'SDC'~&~	~&~'971102B3-000C-2454-11D9-9D75B7EB1BB7'~&~	~&~'1'~&~	~&~'SDC TUITION RESERVE'~&~	~&~'SDC TUIT RES'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0367287'~&~	~&~'0703'~&~	~&~'WVR'~&~	~&~'95D17702-20F1-707D-B7A1-5A4DB104929B'~&~	~&~'1'~&~	~&~'PRIOR YEAR FEES-WVR'~&~	~&~'PRI YR F-WVR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0367287'~&~	~&~'0790'~&~	~&~'WVR'~&~	~&~'A0B87D22-DF2C-078D-21BA-C1FDB75CBE06'~&~	~&~'1'~&~	~&~'LATE REGISTRATION FEE WAIVER'~&~	~&~'LATE REG WVR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0367287'~&~	~&~'0791'~&~	~&~'WVR'~&~	~&~'F558B8D5-6975-1349-5950-38035EA49A6D'~&~	~&~'1'~&~	~&~'SUM2 NON CR HR FEE DEFERRED-WVR'~&~	~&~'S2NCR DF-WVR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0367287'~&~	~&~'0890'~&~	~&~'WVR'~&~	~&~'35C31D1E-0FCB-2707-3660-A13871E9B524'~&~	~&~'1'~&~	~&~'LATE REGISTRATION FEE WAIVER'~&~	~&~'LATE REG WVR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0367287'~&~	~&~'0891'~&~	~&~'WVR'~&~	~&~'CCC39E4E-A0F3-997C-6443-E8136FBB3023'~&~	~&~'1'~&~	~&~'FALL NON CR HR FEE DEFERRED-WVR'~&~	~&~'FLNCR DF-WVR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0367287'~&~	~&~'0990'~&~	~&~'WVR'~&~	~&~'46FAA93D-7038-E9B3-5A25-0B26D6942543'~&~	~&~'1'~&~	~&~'LATE REGISTRATION FEE WAIVER'~&~	~&~'LATE REG WVR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0367287'~&~	~&~'0991'~&~	~&~'WVR'~&~	~&~'CDE4362F-F775-53F9-D6BD-9F694C73D28C'~&~	~&~'1'~&~	~&~'SPRG NON CR HR FEE DEFERRED-WVR'~&~	~&~'SPNCR DF-WVR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0367287'~&~	~&~'1090'~&~	~&~'WVR'~&~	~&~'4F841F09-2683-A0CC-87A2-53EDFE6DE81D'~&~	~&~'1'~&~	~&~'LATE REGISTRATION FEE WAIVER'~&~	~&~'LATE REG WVR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0367287'~&~	~&~'1091'~&~	~&~'WVR'~&~	~&~'8A04F0EA-555B-2A2E-99F0-628E146F5BAF'~&~	~&~'1'~&~	~&~'SUM1 NON CR HR FEE DEFERRED-WVR'~&~	~&~'S1NCR DF-WVR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0367287'~&~	~&~'1800'~&~	~&~'WVR'~&~	~&~'F334B750-F2CF-69D3-7C86-2B568E1E6886'~&~	~&~'1'~&~	~&~'OTHER INCOME-WAIVER'~&~	~&~'OTHR INC-WVR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0367310'~&~	~&~'7900'~&~	~&~'000'~&~	~&~'F8B917F2-03C5-FE16-F61C-92DFE92072F8'~&~	~&~'1'~&~	~&~'WEEKEND COVER ALLOC'~&~	~&~'WKEND COVER'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0367318'~&~	~&~'7000'~&~	~&~'NRE'~&~	~&~'83365E20-EA27-7706-1D5A-F0C3527601F7'~&~	~&~'1'~&~	~&~'NONRECURRING EQUIPMENT'~&~	~&~'NONRECURRING'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0367525'~&~	~&~'2502'~&~	~&~'WRI'~&~	~&~'B858C0DB-A409-3F4C-D7A1-6D33FBEC1013'~&~	~&~'1'~&~	~&~'WRIGHT'~&~	~&~'WRIGHT'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0367587'~&~	~&~'0110'~&~	~&~'SCH'~&~	~&~'C9EE3D6F-0649-F3DB-A0E7-8620112F527B'~&~	~&~'1'~&~	~&~'SCHOLAR CDV RESERVE'~&~	~&~'CDV SCHOL RE'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0367720'~&~	~&~'5810'~&~	~&~'WVR'~&~	~&~'FA8E1804-2132-ABF8-7AB0-0984A82ABC5C'~&~	~&~'1'~&~	~&~'GRAD STUD FEE WVR'~&~	~&~'GRAD FEE WVR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0368000'~&~	~&~'2200'~&~	~&~'CTE'~&~	~&~'D414E400-01B5-0538-1F71-F3E51C888ACC'~&~	~&~'1'~&~	~&~'COMMITMENT TO EXCELLENCE'~&~	~&~'COMMITMENT'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0368000'~&~	~&~'4616'~&~	~&~'CTE'~&~	~&~'23B03F9A-7C32-E740-F00A-7AA758CE3F91'~&~	~&~'1'~&~	~&~'COMMITMENT TO EXCELLENCE'~&~	~&~'COMMITMENT'~&~	~&~'Y'~&~	~&~]RECORD
