HEADER[~&~	~&~PUR_COMM_CD::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~PUR_COMM_DESC::VARCHAR~&~	~&~PUR_SALES_TAX_IND::VARCHAR~&~	~&~ITM_RSTRC_IND::VARCHAR~&~	~&~SNSTV_DTA_CD::VARCHAR~&~	~&~DOBJ_MAINT_CD_ACTV_IND::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'42512'~&~	~&~'486D34788A8BC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Wholesale Trade Agents and Brokers'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'425120'~&~	~&~'486D34788EA8C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Wholesale Trade Agents and Brokers'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'44'~&~	~&~'486D3478878BC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Retail Trade'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'441'~&~	~&~'486D347887BFC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Motor Vehicle and Parts Dealers'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4411'~&~	~&~'486D3478888CC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Automobile Dealers'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'44111'~&~	~&~'486D34788A8CC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'New Car Dealers'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'441110'~&~	~&~'486D34788EA9C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'New Car Dealers'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'44112'~&~	~&~'486D34788A8DC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Used Car Dealers'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'441120'~&~	~&~'486D34788EAAC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Used Car Dealers'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4412'~&~	~&~'486D3478888DC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Other Motor Vehicle Dealers'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'44121'~&~	~&~'486D34788A8EC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Recreational Vehicle Dealers'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'441210'~&~	~&~'486D34788EABC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Recreational Vehicle Dealers'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'44122'~&~	~&~'486D34788A8FC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Motorcycle, Boat, and Other Motor Vehicle Dealers'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'441221'~&~	~&~'486D34788EACC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Motorcycle, ATV, and Personal Watercraft Dealers'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'441222'~&~	~&~'486D34788EADC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Boat Dealers'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'441229'~&~	~&~'486D34788EAEC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'All Other Motor Vehicle Dealers'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4413'~&~	~&~'486D3478888EC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Automotive Parts, Accessories, and Tire Stores'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'44131'~&~	~&~'486D34788A90C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Automotive Parts and Accessories Stores'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'441310'~&~	~&~'486D34788EAFC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Automotive Parts and Accessories Stores'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'44132'~&~	~&~'486D34788A91C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Tire Dealers'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'441320'~&~	~&~'486D34788EB0C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Tire Dealers'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'442'~&~	~&~'486D347887C0C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Furniture and Home Furnishings Stores'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4421'~&~	~&~'486D3478888FC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Furniture Stores'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'44211'~&~	~&~'486D34788A92C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Furniture Stores'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'442110'~&~	~&~'486D34788EB1C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Furniture Stores'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4422'~&~	~&~'486D34788890C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Home Furnishings Stores'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'44221'~&~	~&~'486D34788A93C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Floor Covering Stores'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'442210'~&~	~&~'486D34788EB2C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Floor Covering Stores'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'44229'~&~	~&~'486D34788A94C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Other Home Furnishings Stores'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'442291'~&~	~&~'486D34788EB3C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Window Treatment Stores'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'442299'~&~	~&~'486D34788EB4C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'All Other Home Furnishings Stores'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'443'~&~	~&~'486D347887C1C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Electronics and Appliance Stores'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4431'~&~	~&~'486D34788891C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Electronics and Appliance Stores'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'44311'~&~	~&~'486D34788A95C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Appliance, Television, and Other Electronics Stores'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'443111'~&~	~&~'486D34788EB5C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Household Appliance Stores'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'443112'~&~	~&~'486D34788EB6C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Radio, Television, and Other Electronics Stores'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'44312'~&~	~&~'486D34788A96C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Computer and Software Stores'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'443120'~&~	~&~'486D34788EB7C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Computer and Software Stores'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'44313'~&~	~&~'486D34788A97C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Camera and Photographic Supplies Stores'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'443130'~&~	~&~'486D34788EB8C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Camera and Photographic Supplies Stores'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'444'~&~	~&~'486D347887C2C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Building Material and Garden Equipment and Supplies Dealers'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4441'~&~	~&~'486D34788892C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Building Material and Supplies Dealers'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'44411'~&~	~&~'486D34788A98C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Home Centers'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'444110'~&~	~&~'486D34788EB9C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Home Centers'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'44412'~&~	~&~'486D34788A99C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Paint and Wallpaper Stores'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'444120'~&~	~&~'486D34788EBAC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Paint and Wallpaper Stores'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'44413'~&~	~&~'486D34788A9AC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Hardware Stores'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'444130'~&~	~&~'486D34788EBBC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Hardware Stores'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'44419'~&~	~&~'486D34788A9BC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Other Building Material Dealers'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'444190'~&~	~&~'486D34788EBCC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Other Building Material Dealers'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4442'~&~	~&~'486D34788893C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Lawn and Garden Equipment and Supplies Stores'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'44421'~&~	~&~'486D34788A9CC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Outdoor Power Equipment Stores'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'444210'~&~	~&~'486D34788EBDC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Outdoor Power Equipment Stores'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'44422'~&~	~&~'486D34788A9DC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Nursery, Garden Center, and Farm Supply Stores'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'444220'~&~	~&~'486D34788EBEC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Nursery, Garden Center, and Farm Supply Stores'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'445'~&~	~&~'486D347887C3C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Food and Beverage Stores'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4451'~&~	~&~'486D34788894C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Grocery Stores'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'44511'~&~	~&~'486D34788A9EC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Supermarkets and Other Grocery (except Convenience) Stores'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'445110'~&~	~&~'486D34788EBFC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Supermarkets and Other Grocery (except Convenience) Stores'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'44512'~&~	~&~'486D34788A9FC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Convenience Stores'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'445120'~&~	~&~'486D34788EC0C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Convenience Stores'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4452'~&~	~&~'486D34788895C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Specialty Food Stores'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'44521'~&~	~&~'486D34788AA0C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Meat Markets'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'445210'~&~	~&~'486D34788EC1C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Meat Markets'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'44522'~&~	~&~'486D34788AA1C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Fish and Seafood Markets'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'445220'~&~	~&~'486D34788EC2C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Fish and Seafood Markets'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'44523'~&~	~&~'486D34788AA2C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Fruit and Vegetable Markets'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'445230'~&~	~&~'486D34788EC3C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Fruit and Vegetable Markets'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'44529'~&~	~&~'486D34788AA3C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Other Specialty Food Stores'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'445291'~&~	~&~'486D34788EC4C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Baked Goods Stores'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'445292'~&~	~&~'486D34788EC5C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Confectionery and Nut Stores'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'445299'~&~	~&~'486D34788EC6C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'All Other Specialty Food Stores'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4453'~&~	~&~'486D34788896C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Beer, Wine, and Liquor Stores'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'44531'~&~	~&~'486D34788AA4C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Beer, Wine, and Liquor Stores'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'445310'~&~	~&~'486D34788EC7C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Beer, Wine, and Liquor Stores'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'446'~&~	~&~'486D347887C4C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Health and Personal Care Stores'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4461'~&~	~&~'486D34788897C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Health and Personal Care Stores'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'44611'~&~	~&~'486D34788AA5C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Pharmacies and Drug Stores'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'446110'~&~	~&~'486D34788EC8C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Pharmacies and Drug Stores'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'44612'~&~	~&~'486D34788AA6C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Cosmetics, Beauty Supplies, and Perfume Stores'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'446120'~&~	~&~'486D34788EC9C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Cosmetics, Beauty Supplies, and Perfume Stores'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'44613'~&~	~&~'486D34788AA7C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Optical Goods Stores'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'446130'~&~	~&~'486D34788ECAC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Optical Goods Stores'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'44619'~&~	~&~'486D34788AA8C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Other Health and Personal Care Stores'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'446191'~&~	~&~'486D34788ECBC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Food (Health) Supplement Stores'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'446199'~&~	~&~'486D34788ECCC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'All Other Health and Personal Care Stores'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'447'~&~	~&~'486D347887C5C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Gasoline Stations'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4471'~&~	~&~'486D34788898C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Gasoline Stations'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'44711'~&~	~&~'486D34788AA9C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Gasoline Stations with Convenience Stores'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'447110'~&~	~&~'486D34788ECDC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Gasoline Stations with Convenience Stores'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'44719'~&~	~&~'486D34788AAAC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Other Gasoline Stations'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'447190'~&~	~&~'486D34788ECEC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Other Gasoline Stations'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'448'~&~	~&~'486D347887C6C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Clothing and Clothing Accessories Stores'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4481'~&~	~&~'486D34788899C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Clothing Stores'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'44811'~&~	~&~'486D34788AABC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Men's Clothing Stores'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'448110'~&~	~&~'486D34788ECFC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Men's Clothing Stores'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'44812'~&~	~&~'486D34788AACC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Women's Clothing Stores'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'448120'~&~	~&~'486D34788ED0C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Women's Clothing Stores'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'44813'~&~	~&~'486D34788AADC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Children's and Infants' Clothing Stores'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'448130'~&~	~&~'486D34788ED1C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Children's and Infants' Clothing Stores'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'44814'~&~	~&~'486D34788AAEC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Family Clothing Stores'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'448140'~&~	~&~'486D34788ED2C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Family Clothing Stores'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'44815'~&~	~&~'486D34788AAFC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Clothing Accessories Stores'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'448150'~&~	~&~'486D34788ED3C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Clothing Accessories Stores'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'44819'~&~	~&~'486D34788AB0C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Other Clothing Stores'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'448190'~&~	~&~'486D34788ED4C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Other Clothing Stores'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
