HEADER[~&~	~&~FDOC_NBR::VARCHAR~&~	~&~FDOC_TYP_CD::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~FDOC_100_DLR_AMT::DECIMAL~&~	~&~FDOC_50_DLR_AMT::DECIMAL~&~	~&~FDOC_20_DLR_AMT::DECIMAL~&~	~&~FDOC_10_DLR_AMT::DECIMAL~&~	~&~FDOC_5_DLR_AMT::DECIMAL~&~	~&~FDOC_2_DLR_AMT::DECIMAL~&~	~&~FDOC_1_DLR_AMT::DECIMAL~&~	~&~FDOC_OTHR_DLR_AMT::DECIMAL~&~	~&~CSHR_STAT_CD::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'AO2705604'~&~	~&~'CR'~&~	~&~'13EDF61014624072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'2.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'AO4509404'~&~	~&~'CD'~&~	~&~'13EDF61011894072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'1740.00'~&~	~&~'40.00'~&~	~&~'80.00'~&~	~&~NULL~&~	~&~'51.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'AO4509404'~&~	~&~'CR'~&~	~&~'13EDF610118A4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'1740.00'~&~	~&~'40.00'~&~	~&~'80.00'~&~	~&~NULL~&~	~&~'51.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'AO5751904'~&~	~&~'CD'~&~	~&~'13EDF6100F3F4072E043814FD8814072'~&~	~&~'1'~&~	~&~'100.00'~&~	~&~NULL~&~	~&~'40.00'~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'AO5751904'~&~	~&~'CR'~&~	~&~'13EDF6100F404072E043814FD8814072'~&~	~&~'1'~&~	~&~'100.00'~&~	~&~NULL~&~	~&~'40.00'~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'AP2415204'~&~	~&~'CD'~&~	~&~'13EDF61011134072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'10.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~'6.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'AP2415204'~&~	~&~'CR'~&~	~&~'13EDF61011144072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'10.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~'6.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'AP4586204'~&~	~&~'CD'~&~	~&~'13EDF610108F4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'20.00'~&~	~&~'10.00'~&~	~&~'20.00'~&~	~&~NULL~&~	~&~'23.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'AP4586204'~&~	~&~'CR'~&~	~&~'13EDF61010904072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'20.00'~&~	~&~'10.00'~&~	~&~'20.00'~&~	~&~NULL~&~	~&~'23.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'AP4986004'~&~	~&~'CD'~&~	~&~'13EDF6100E594072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'520.00'~&~	~&~'20.00'~&~	~&~'25.00'~&~	~&~NULL~&~	~&~'3.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'AP4986004'~&~	~&~'CR'~&~	~&~'13EDF6100E5A4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'520.00'~&~	~&~'20.00'~&~	~&~'25.00'~&~	~&~NULL~&~	~&~'3.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'AP5841704'~&~	~&~'CD'~&~	~&~'13EDF61015254072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'180.00'~&~	~&~'50.00'~&~	~&~'30.00'~&~	~&~NULL~&~	~&~'9.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'AP5841704'~&~	~&~'CR'~&~	~&~'13EDF61015264072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'180.00'~&~	~&~'50.00'~&~	~&~'30.00'~&~	~&~NULL~&~	~&~'9.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'AQ2305904'~&~	~&~'CD'~&~	~&~'13EDF6100E374072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'1420.00'~&~	~&~'150.00'~&~	~&~'185.00'~&~	~&~NULL~&~	~&~'91.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'AQ2305904'~&~	~&~'CR'~&~	~&~'13EDF6100E384072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'1420.00'~&~	~&~'150.00'~&~	~&~'185.00'~&~	~&~NULL~&~	~&~'91.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'AQ6370304'~&~	~&~'CD'~&~	~&~'13EDF61010BB4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'20.00'~&~	~&~'20.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'AQ6370304'~&~	~&~'CR'~&~	~&~'13EDF61010BC4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'20.00'~&~	~&~'20.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'AR4098804'~&~	~&~'CD'~&~	~&~'13EDF610168E4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'200.00'~&~	~&~'80.00'~&~	~&~'40.00'~&~	~&~NULL~&~	~&~'17.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'AR4098804'~&~	~&~'CR'~&~	~&~'13EDF610168F4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'200.00'~&~	~&~'80.00'~&~	~&~'40.00'~&~	~&~NULL~&~	~&~'17.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'AR4553704'~&~	~&~'CD'~&~	~&~'13EDF6100F064072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'500.00'~&~	~&~'20.00'~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'13.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'AR4553704'~&~	~&~'CR'~&~	~&~'13EDF6100F074072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'500.00'~&~	~&~'20.00'~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'13.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'AR7027804'~&~	~&~'CD'~&~	~&~'13EDF6100F354072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'680.00'~&~	~&~'140.00'~&~	~&~'95.00'~&~	~&~NULL~&~	~&~'73.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'AR7027804'~&~	~&~'CR'~&~	~&~'13EDF6100F364072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'680.00'~&~	~&~'140.00'~&~	~&~'95.00'~&~	~&~NULL~&~	~&~'73.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'AR7971704'~&~	~&~'CD'~&~	~&~'13EDF6100FC24072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'100.00'~&~	~&~'10.00'~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'6.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'AR7971704'~&~	~&~'CR'~&~	~&~'13EDF6100FC34072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'100.00'~&~	~&~'10.00'~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'6.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'AR9284104'~&~	~&~'CD'~&~	~&~'13EDF610146D4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'10.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~'8.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'AR9284104'~&~	~&~'CR'~&~	~&~'13EDF610146E4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'10.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~'8.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'AS0222804'~&~	~&~'CD'~&~	~&~'13EDF6100F224072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'680.00'~&~	~&~'20.00'~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'23.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'AS0222804'~&~	~&~'CR'~&~	~&~'13EDF6100F234072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'680.00'~&~	~&~'20.00'~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'23.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'AS6569504'~&~	~&~'CD'~&~	~&~'13EDF61010B54072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'60.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'1.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'AS6569504'~&~	~&~'CR'~&~	~&~'13EDF61010B64072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'60.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'1.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'AS8765604'~&~	~&~'CD'~&~	~&~'13EDF61017124072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'180.00'~&~	~&~'50.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~'11.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'AS8765604'~&~	~&~'CR'~&~	~&~'13EDF61017134072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'180.00'~&~	~&~'50.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~'11.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'AU1546904'~&~	~&~'CD'~&~	~&~'13EDF6100C3A4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'100.00'~&~	~&~'20.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'AU1546904'~&~	~&~'CR'~&~	~&~'13EDF6100C3B4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'100.00'~&~	~&~'20.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'AU3082504'~&~	~&~'CD'~&~	~&~'13EDF61015354072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'220.00'~&~	~&~'20.00'~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'AU3082504'~&~	~&~'CR'~&~	~&~'13EDF61015364072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'220.00'~&~	~&~'20.00'~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'AU4110104'~&~	~&~'CD'~&~	~&~'13EDF6100F804072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~'50.00'~&~	~&~'640.00'~&~	~&~'80.00'~&~	~&~'85.00'~&~	~&~NULL~&~	~&~'85.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'AU4110104'~&~	~&~'CR'~&~	~&~'13EDF6100F814072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~'50.00'~&~	~&~'640.00'~&~	~&~'80.00'~&~	~&~'85.00'~&~	~&~NULL~&~	~&~'85.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'AU6398904'~&~	~&~'CD'~&~	~&~'13EDF610161E4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'280.00'~&~	~&~'10.00'~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'3.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'AU6398904'~&~	~&~'CR'~&~	~&~'13EDF610161F4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'280.00'~&~	~&~'10.00'~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'3.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'AV0939704'~&~	~&~'CD'~&~	~&~'13EDF61016014072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'1240.00'~&~	~&~'110.00'~&~	~&~'60.00'~&~	~&~NULL~&~	~&~'44.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'AV0939704'~&~	~&~'CR'~&~	~&~'13EDF61016024072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'1240.00'~&~	~&~'110.00'~&~	~&~'60.00'~&~	~&~NULL~&~	~&~'44.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'AV3369104'~&~	~&~'CD'~&~	~&~'13EDF61017024072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'880.00'~&~	~&~'90.00'~&~	~&~'35.00'~&~	~&~NULL~&~	~&~'4.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'AV3369104'~&~	~&~'CR'~&~	~&~'13EDF61017034072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'880.00'~&~	~&~'90.00'~&~	~&~'35.00'~&~	~&~NULL~&~	~&~'4.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'AV4286904'~&~	~&~'CD'~&~	~&~'13EDF6100F314072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~'50.00'~&~	~&~'100.00'~&~	~&~'30.00'~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'12.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'AV4286904'~&~	~&~'CR'~&~	~&~'13EDF6100F324072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~'50.00'~&~	~&~'100.00'~&~	~&~'30.00'~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'12.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'AV4948304'~&~	~&~'CD'~&~	~&~'13EDF610114B4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~'50.00'~&~	~&~'40.00'~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'1.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'AV4948304'~&~	~&~'CR'~&~	~&~'13EDF610114C4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~'50.00'~&~	~&~'40.00'~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'1.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'AV7730804'~&~	~&~'CD'~&~	~&~'13EDF6100D384072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~'50.00'~&~	~&~'1080.00'~&~	~&~'80.00'~&~	~&~'100.00'~&~	~&~NULL~&~	~&~'34.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'AV7730804'~&~	~&~'CR'~&~	~&~'13EDF6100D394072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~'50.00'~&~	~&~'1080.00'~&~	~&~'80.00'~&~	~&~'100.00'~&~	~&~NULL~&~	~&~'34.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'AW6364304'~&~	~&~'CD'~&~	~&~'13EDF61014874072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'720.00'~&~	~&~'160.00'~&~	~&~'75.00'~&~	~&~NULL~&~	~&~'12.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'AW6364304'~&~	~&~'CR'~&~	~&~'13EDF61014884072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'720.00'~&~	~&~'160.00'~&~	~&~'75.00'~&~	~&~NULL~&~	~&~'12.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'AW7972304'~&~	~&~'CD'~&~	~&~'13EDF610107F4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'20.00'~&~	~&~'20.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'AW7972304'~&~	~&~'CR'~&~	~&~'13EDF61010804072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'20.00'~&~	~&~'20.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'AW8927104'~&~	~&~'CD'~&~	~&~'13EDF61015DD4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'6.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'AW8927104'~&~	~&~'CR'~&~	~&~'13EDF61015DE4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'6.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'AX6664504'~&~	~&~'CD'~&~	~&~'13EDF61014FB4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'20.00'~&~	~&~'10.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'AX6664504'~&~	~&~'CR'~&~	~&~'13EDF61014FC4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'20.00'~&~	~&~'10.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'AX7556704'~&~	~&~'CD'~&~	~&~'13EDF61015614072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'10.00'~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'4.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'AX7556704'~&~	~&~'CR'~&~	~&~'13EDF61015624072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'10.00'~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'4.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'AX7870704'~&~	~&~'CD'~&~	~&~'13EDF61013A24072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'30.00'~&~	~&~'15.00'~&~	~&~NULL~&~	~&~'7.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'AX7870704'~&~	~&~'CR'~&~	~&~'13EDF61013A34072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'30.00'~&~	~&~'15.00'~&~	~&~NULL~&~	~&~'7.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'AX9156504'~&~	~&~'CD'~&~	~&~'13EDF610175C4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'60.00'~&~	~&~'20.00'~&~	~&~'70.00'~&~	~&~NULL~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'AX9156504'~&~	~&~'CR'~&~	~&~'13EDF610175D4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'60.00'~&~	~&~'20.00'~&~	~&~'70.00'~&~	~&~NULL~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'AY1682204'~&~	~&~'CD'~&~	~&~'13EDF6100E884072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'AY1682204'~&~	~&~'CR'~&~	~&~'13EDF6100E894072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'AY2228704'~&~	~&~'CD'~&~	~&~'13EDF6100E354072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'1460.00'~&~	~&~'250.00'~&~	~&~'140.00'~&~	~&~NULL~&~	~&~'64.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'AY2228704'~&~	~&~'CR'~&~	~&~'13EDF6100E364072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'1460.00'~&~	~&~'250.00'~&~	~&~'140.00'~&~	~&~NULL~&~	~&~'64.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'AZ3660104'~&~	~&~'CD'~&~	~&~'13EDF61015EB4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'140.00'~&~	~&~'70.00'~&~	~&~'25.00'~&~	~&~NULL~&~	~&~'7.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'AZ3660104'~&~	~&~'CR'~&~	~&~'13EDF61015EC4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'140.00'~&~	~&~'70.00'~&~	~&~'25.00'~&~	~&~NULL~&~	~&~'7.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'BA5206604'~&~	~&~'CD'~&~	~&~'13EDF6100CCA4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~'100.00'~&~	~&~'1080.00'~&~	~&~'270.00'~&~	~&~'100.00'~&~	~&~NULL~&~	~&~'44.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'BA5206604'~&~	~&~'CR'~&~	~&~'13EDF6100CCB4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~'100.00'~&~	~&~'1080.00'~&~	~&~'270.00'~&~	~&~'100.00'~&~	~&~NULL~&~	~&~'44.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'BB4513604'~&~	~&~'CD'~&~	~&~'13EDF61010E94072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~'50.00'~&~	~&~'120.00'~&~	~&~'40.00'~&~	~&~'15.00'~&~	~&~NULL~&~	~&~'12.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'BB4513604'~&~	~&~'CR'~&~	~&~'13EDF61010EA4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~'50.00'~&~	~&~'120.00'~&~	~&~'40.00'~&~	~&~'15.00'~&~	~&~NULL~&~	~&~'12.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'BC3451404'~&~	~&~'CD'~&~	~&~'13EDF610174A4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'17.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'BC3451404'~&~	~&~'CR'~&~	~&~'13EDF610174B4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'17.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
