HEADER[~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~POS_BENEFIT_TYP_CD::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~POS_FRNG_BENE_PCT::DECIMAL~&~	~&~POS_FRNGBEN_OBJ_CD::VARCHAR~&~	~&~ACTV_IND::VARCHAR~&~	~&~LBR_BEN_RT_CAT_CD::VARCHAR~&~	~&~OFFSET_FIN_OBJECT_CD::VARCHAR~&~	~&~OFFSET_ACCOUNT_NBR::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'2012'~&~	~&~'IA'~&~	~&~'B'~&~	~&~'167E6E7C-EFE9-65E6-FA2E-CC53F5DBA6AF'~&~	~&~'2'~&~	~&~'8.8200'~&~	~&~'5773'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'IA'~&~	~&~'E'~&~	~&~'839178E0-799E-CA0F-17B2-E35678579242'~&~	~&~'2'~&~	~&~'12.1900'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'IA'~&~	~&~'F'~&~	~&~'5D24CE07-EEAE-8288-C480-38FCACC443A8'~&~	~&~'2'~&~	~&~'7.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'IA'~&~	~&~'G'~&~	~&~'6E421E7C-7FAB-54DD-793F-656F441E27FF'~&~	~&~'2'~&~	~&~'13.0800'~&~	~&~'5625'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'IA'~&~	~&~'N'~&~	~&~'8313C8A8-ADD3-7F25-BDCD-6892D76138B5'~&~	~&~'2'~&~	~&~'0.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'IA'~&~	~&~'R'~&~	~&~'F63135A4-FF08-3686-3B40-63B38C46E6FC'~&~	~&~'2'~&~	~&~'18.6600'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'IN'~&~	~&~'B'~&~	~&~'E82E13EA-290A-B487-AC51-4858A13C717B'~&~	~&~'2'~&~	~&~'8.8200'~&~	~&~'5773'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'IN'~&~	~&~'E'~&~	~&~'D0635F1B-1F67-D5AF-AE89-72EA10D3347E'~&~	~&~'2'~&~	~&~'12.1900'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'IN'~&~	~&~'F'~&~	~&~'E63BDF01-5FF3-03DE-FD7C-01D1A92DD88D'~&~	~&~'2'~&~	~&~'7.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'IN'~&~	~&~'G'~&~	~&~'97179DBB-F230-1A6B-6E0D-DC7006F76CAC'~&~	~&~'2'~&~	~&~'13.0800'~&~	~&~'5625'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'IN'~&~	~&~'N'~&~	~&~'4CC6C30B-7E96-BA26-CFD5-52A1029C1110'~&~	~&~'2'~&~	~&~'0.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'IN'~&~	~&~'R'~&~	~&~'ADC833C2-6859-0C91-3368-CAFFCD2A95E8'~&~	~&~'2'~&~	~&~'18.6600'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'KO'~&~	~&~'B'~&~	~&~'F1799C74-0D3C-C47B-4245-7362CB4D5F5A'~&~	~&~'2'~&~	~&~'8.8200'~&~	~&~'5773'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'KO'~&~	~&~'E'~&~	~&~'64E7BC7F-84D7-C1BE-C2CC-DABCEB599934'~&~	~&~'2'~&~	~&~'12.1900'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'KO'~&~	~&~'F'~&~	~&~'ABCC7CF8-0D2D-69EE-4D0E-AAD861BB736C'~&~	~&~'2'~&~	~&~'7.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'KO'~&~	~&~'G'~&~	~&~'34DB5697-DE37-7D76-DABB-6F9F95773D3B'~&~	~&~'2'~&~	~&~'13.0800'~&~	~&~'5625'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'KO'~&~	~&~'N'~&~	~&~'0718DD68-CEEE-2B78-3A03-5BA8F11BEAA6'~&~	~&~'2'~&~	~&~'0.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'KO'~&~	~&~'R'~&~	~&~'CF5E0B28-3C00-2703-6FEF-8872979CC0D0'~&~	~&~'2'~&~	~&~'18.6600'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'NW'~&~	~&~'B'~&~	~&~'0F9449D5-D397-150D-21DB-1F8AD6FD280A'~&~	~&~'2'~&~	~&~'8.8200'~&~	~&~'5773'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'NW'~&~	~&~'E'~&~	~&~'34361980-BC1B-D1EE-3293-FD787BF40B02'~&~	~&~'2'~&~	~&~'12.1900'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'NW'~&~	~&~'F'~&~	~&~'83E335AF-2F7E-6609-8BE5-255B0153077A'~&~	~&~'2'~&~	~&~'7.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'NW'~&~	~&~'G'~&~	~&~'34AC6CC5-69C3-3A4F-1424-AA7C9AAC328C'~&~	~&~'2'~&~	~&~'13.0800'~&~	~&~'5625'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'NW'~&~	~&~'N'~&~	~&~'6BF688DD-B3C0-63A8-3ECB-8706E0A26ACA'~&~	~&~'2'~&~	~&~'0.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'NW'~&~	~&~'R'~&~	~&~'8DB03D62-C825-D3A3-1232-2CE884708BB7'~&~	~&~'2'~&~	~&~'18.6600'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SB'~&~	~&~'B'~&~	~&~'A4997459-74F5-57F3-D2C3-D5C85F78A507'~&~	~&~'2'~&~	~&~'8.8200'~&~	~&~'5773'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SB'~&~	~&~'E'~&~	~&~'9EE13CDA-4E67-97FB-2C56-C7F056D17116'~&~	~&~'2'~&~	~&~'12.1900'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SB'~&~	~&~'F'~&~	~&~'0A1DFF39-200B-78AD-51EA-1714B55736B6'~&~	~&~'2'~&~	~&~'7.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SB'~&~	~&~'G'~&~	~&~'80D85C25-1FA1-86B9-0F55-4CCE7364042E'~&~	~&~'2'~&~	~&~'13.0800'~&~	~&~'5625'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SB'~&~	~&~'N'~&~	~&~'17A84F5F-E944-33D2-ECD3-61D8325FBD71'~&~	~&~'2'~&~	~&~'0.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SB'~&~	~&~'R'~&~	~&~'6D6533A2-BA3C-2F1F-9D12-D439E5A3E1CE'~&~	~&~'2'~&~	~&~'18.6600'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SE'~&~	~&~'B'~&~	~&~'81BD0042-5D13-06CB-CC40-F2B539B7FF90'~&~	~&~'2'~&~	~&~'8.8200'~&~	~&~'5773'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SE'~&~	~&~'E'~&~	~&~'FF11FD6C-BB70-671E-783A-2EE4BF8FC7F0'~&~	~&~'2'~&~	~&~'12.1900'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SE'~&~	~&~'F'~&~	~&~'482274ED-6763-AEEA-8002-2CAB0689888E'~&~	~&~'2'~&~	~&~'7.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SE'~&~	~&~'G'~&~	~&~'B3FD6E36-40B9-5CE1-0C7A-4490E87AE941'~&~	~&~'2'~&~	~&~'13.0800'~&~	~&~'5625'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SE'~&~	~&~'N'~&~	~&~'A4501C3C-0BDF-50AB-7332-8E9D3218E7BF'~&~	~&~'2'~&~	~&~'0.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SE'~&~	~&~'R'~&~	~&~'F46FD5E3-117E-B403-5E6F-AFD618EAFF3D'~&~	~&~'2'~&~	~&~'18.6600'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'UA'~&~	~&~'B'~&~	~&~'000E5B44-06FC-DDB8-E2A7-502BD6107018'~&~	~&~'2'~&~	~&~'8.8200'~&~	~&~'5773'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'UA'~&~	~&~'E'~&~	~&~'49516884-C471-0CE9-11C6-41B3BC23D9AB'~&~	~&~'2'~&~	~&~'12.1900'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'UA'~&~	~&~'F'~&~	~&~'2E7EE893-8101-71A2-CCFA-8C04BCB3DD08'~&~	~&~'2'~&~	~&~'7.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'UA'~&~	~&~'G'~&~	~&~'7EDE9C06-70EF-1289-0B1F-097486B57D90'~&~	~&~'2'~&~	~&~'13.0800'~&~	~&~'5625'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'UA'~&~	~&~'N'~&~	~&~'3A18E485-A958-9588-9E30-13785275CEE0'~&~	~&~'2'~&~	~&~'0.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'UA'~&~	~&~'R'~&~	~&~'76335CB1-2C94-A68F-EEB2-9883109BBE7F'~&~	~&~'2'~&~	~&~'18.6600'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BA'~&~	~&~'B'~&~	~&~'7dfa2288-726d-42d7-ad9d-ba044fc2659b'~&~	~&~'2'~&~	~&~'8.8200'~&~	~&~'5773'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BA'~&~	~&~'E'~&~	~&~'2548748e-9892-4dd1-8527-d141a3a7f18b'~&~	~&~'2'~&~	~&~'12.1900'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BA'~&~	~&~'F'~&~	~&~'df8a3565-7630-4227-b9b5-32ca8c43b88a'~&~	~&~'2'~&~	~&~'7.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BA'~&~	~&~'G'~&~	~&~'697c993f-dae7-45ee-9045-3a3525091b51'~&~	~&~'2'~&~	~&~'13.0800'~&~	~&~'5625'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BA'~&~	~&~'N'~&~	~&~'8858d659-49f5-424e-9599-65094327a3e9'~&~	~&~'2'~&~	~&~'0.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BA'~&~	~&~'R'~&~	~&~'f9a57ad0-e3d4-4ce8-af09-5b9aa5b2175e'~&~	~&~'2'~&~	~&~'18.6600'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BL'~&~	~&~'B'~&~	~&~'473e140f-edce-4cd6-b654-c1ef362df987'~&~	~&~'2'~&~	~&~'8.8200'~&~	~&~'5773'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BL'~&~	~&~'E'~&~	~&~'befaab92-270e-412a-8705-6ce56b5bdf38'~&~	~&~'2'~&~	~&~'12.1900'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BL'~&~	~&~'F'~&~	~&~'0899d7f0-3520-4507-8cec-c02797fc7037'~&~	~&~'2'~&~	~&~'7.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BL'~&~	~&~'G'~&~	~&~'96350790-a62f-4a89-8f86-67726912bae1'~&~	~&~'2'~&~	~&~'13.0800'~&~	~&~'5625'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BL'~&~	~&~'N'~&~	~&~'5f070942-29e5-4237-8985-1524cf9965ef'~&~	~&~'2'~&~	~&~'0.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BL'~&~	~&~'R'~&~	~&~'282e5eb9-0540-4507-b072-53654f53ed2f'~&~	~&~'2'~&~	~&~'18.6600'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'EA'~&~	~&~'B'~&~	~&~'c3bd81b1-27da-4d78-9877-939da33d4742'~&~	~&~'2'~&~	~&~'8.8200'~&~	~&~'5773'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'EA'~&~	~&~'E'~&~	~&~'1814de76-f2a7-45f9-9794-6b1d77417514'~&~	~&~'2'~&~	~&~'12.1900'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'EA'~&~	~&~'F'~&~	~&~'675b9c26-781e-4e0e-8f87-ca2149e929bc'~&~	~&~'2'~&~	~&~'7.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'EA'~&~	~&~'G'~&~	~&~'81da9e4e-901d-47b7-8baf-a1f8a75f166b'~&~	~&~'2'~&~	~&~'13.0800'~&~	~&~'5625'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'EA'~&~	~&~'N'~&~	~&~'86ff38b1-cea1-4096-9560-2410988f889d'~&~	~&~'2'~&~	~&~'0.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'EA'~&~	~&~'R'~&~	~&~'2b64394c-cd77-460c-aa1f-6f69cae19efe'~&~	~&~'2'~&~	~&~'18.6600'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'FW'~&~	~&~'B'~&~	~&~'66d6c59b-fbd8-4254-bedf-e6f81a607a0b'~&~	~&~'2'~&~	~&~'8.8200'~&~	~&~'5773'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'FW'~&~	~&~'E'~&~	~&~'dd591cc7-aa63-4608-ba1b-0a67861653c4'~&~	~&~'2'~&~	~&~'12.1900'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'FW'~&~	~&~'F'~&~	~&~'aeabde9e-eef0-4778-b1c2-c949b925524d'~&~	~&~'2'~&~	~&~'7.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'FW'~&~	~&~'G'~&~	~&~'c8e4230c-407e-42bd-b3d8-143f0c41aca9'~&~	~&~'2'~&~	~&~'13.0800'~&~	~&~'5625'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'FW'~&~	~&~'N'~&~	~&~'a9f441e8-61c4-42ba-9027-7b77f6fbf836'~&~	~&~'2'~&~	~&~'0.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'FW'~&~	~&~'R'~&~	~&~'0c713a2a-ea28-4574-ad7a-dcbbad43f029'~&~	~&~'2'~&~	~&~'18.6600'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'HO'~&~	~&~'B'~&~	~&~'30ac8d64-5ac0-49a1-8e1d-5df298d74f0f'~&~	~&~'2'~&~	~&~'8.8200'~&~	~&~'5773'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'HO'~&~	~&~'E'~&~	~&~'33919ee2-4fea-44e1-8178-5296dde5897c'~&~	~&~'2'~&~	~&~'12.1900'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'HO'~&~	~&~'F'~&~	~&~'17e7a248-4389-4e71-8359-7ceb3efbea22'~&~	~&~'2'~&~	~&~'7.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'HO'~&~	~&~'G'~&~	~&~'503e3915-9399-49de-bcf6-3390f9ebf824'~&~	~&~'2'~&~	~&~'13.0800'~&~	~&~'5625'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'HO'~&~	~&~'N'~&~	~&~'ab22d998-9226-4a95-9bc8-5c0e51cc00a7'~&~	~&~'2'~&~	~&~'0.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'HO'~&~	~&~'R'~&~	~&~'4d849040-89b0-4e97-890b-1978efe90ee8'~&~	~&~'2'~&~	~&~'18.6600'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'IA'~&~	~&~'B'~&~	~&~'288fba94-777b-4a44-87d3-87c65a911da3'~&~	~&~'2'~&~	~&~'8.8200'~&~	~&~'5773'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'IA'~&~	~&~'E'~&~	~&~'6666ec84-7328-4ed5-8bb2-1985c9a07f5d'~&~	~&~'2'~&~	~&~'12.1900'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'IA'~&~	~&~'F'~&~	~&~'61b5a5c9-47e6-4e17-bf65-c335ea4f4f8b'~&~	~&~'2'~&~	~&~'7.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'IA'~&~	~&~'G'~&~	~&~'6b0ed51b-9daf-4fd5-aa22-9c67e7997dcb'~&~	~&~'2'~&~	~&~'13.0800'~&~	~&~'5625'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'IA'~&~	~&~'N'~&~	~&~'a9781dfc-6202-4969-a64d-b5858d2abc4f'~&~	~&~'2'~&~	~&~'0.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'IA'~&~	~&~'R'~&~	~&~'fb904ba9-0540-4336-b5fe-fd7d747dc73c'~&~	~&~'2'~&~	~&~'18.6600'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'IN'~&~	~&~'B'~&~	~&~'9f796f52-c6a2-4aae-acb8-138a21310968'~&~	~&~'2'~&~	~&~'8.8200'~&~	~&~'5773'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'IN'~&~	~&~'E'~&~	~&~'920fb642-cc53-4858-b2be-1069e73b79b1'~&~	~&~'2'~&~	~&~'12.1900'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'IN'~&~	~&~'F'~&~	~&~'e4d0d24c-987b-4e16-b869-80e10f06c649'~&~	~&~'2'~&~	~&~'7.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'IN'~&~	~&~'G'~&~	~&~'4673a063-a518-4485-8f3c-b34b0dfdaf0d'~&~	~&~'2'~&~	~&~'13.0800'~&~	~&~'5625'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'IN'~&~	~&~'N'~&~	~&~'43997575-7f5f-4dae-a55f-6ca1eb30f08e'~&~	~&~'2'~&~	~&~'0.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'IN'~&~	~&~'R'~&~	~&~'bf76c3c5-a67d-4a39-8cf0-4257956197c9'~&~	~&~'2'~&~	~&~'18.6600'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'KO'~&~	~&~'B'~&~	~&~'71458d40-52aa-4475-9038-59b8d08b9fbf'~&~	~&~'2'~&~	~&~'8.8200'~&~	~&~'5773'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
